User-ID,ISBN,Book-Rating
82,966986105,10
83,087113375X,7
85,340767936,5
85,743403843,0
86,60930365,4
87,60177586,0
87,71416331,8
87,375509038,8
88,553062042,7
92,8445071408,7
92,8445071769,8
92,8445071777,10
95,679429220,0
97,671867156,7
99,312252617,8
99,312261594,8
99,316748641,7
99,316973742,0
99,385235941,6
99,446677450,10
99,451166892,3
99,553347594,9
99,671621009,10
99,067976397X,0
99,684822733,0
99,786868716,0
102,8472238822,7
107,671864769,8
109,671521519,5
110,440222303,6
114,446608653,9
114,446612545,9
114,446612618,8
114,451208080,8
114,553584383,9
114,671027360,10
114,812575954,5
125,679429220,10
132,743439740,0
133,345372700,10
133,380619458,0
133,446325805,0
135,451406923,0
135,671042858,0
139,743249992,0
141,840734530,10
144,425184226,0
151,375500766,0
160,9724119378,0
162,451205197,5
165,60929790,0
165,60976845,9
165,61099325,4
165,446612545,5
165,671004573,0
176,038572179X,0
176,393020371,0
176,1900850303,4
176,1903019699,0
178,451410319,6
178,553583468,0
183,8420639133,0
183,8476409419,8
185,380778556,10
185,451525221,0
190,2740230,7
193,971880107,0
199,385336772,0
199,440949424,0
202,140252800,6
204,451452755,0
204,812575482,0
207,044651747X,0
212,60801263,8
215,61030147,6
217,140250964,8
224,446527165,8
226,671461494,8
228,385337639,7
228,039575514X,9
230,451206673,6
232,330332775,0
232,486284735,8
232,671047612,6
232,671504282,6
236,399138684,0
237,785263292,0
237,830714014,0
241,345354931,0
242,553278223,10
242,971880107,0
242,3150000335,10
242,3257203659,9
242,3257207522,10
242,3257208626,8
242,3257208634,10
242,3257208669,9
242,3257210450,10
242,3257212054,10
242,3257212429,10
242,3257214154,9
242,3257216416,7
242,3257233051,9
242,3423116714,0
242,3423241489,0
242,3426605686,0
242,3453212150,7
242,3462021095,0
242,3492045642,8
242,3498020862,8
242,3499110695,7
242,3499151502,9
242,3518111000,0
242,3570300099,6
242,3596292646,7
243,312872682,0
243,316602906,0
243,316666343,0
243,316693006,0
243,316776963,9
243,345311396,0
243,345378490,0
243,345465083,0
243,375400117,10
243,380717018,0
243,380718332,0
243,380754509,0
243,038076654X,0
243,380807866,0
243,385316895,6
243,385508042,0
243,385509456,0
243,385511612,0
243,385730586,0
243,042511774X,0
243,425164403,0
243,440225701,0
243,440234743,0
243,044023722X,7
243,446605484,0
243,449006522,6
243,451162072,0
243,451186648,0
243,452282152,0
243,051513290X,0
243,553580388,8
243,590598848,0
243,590629719,0
243,671027387,0
243,684848783,0
243,743486226,0
243,786863986,5
243,803251718,5
243,804117934,0
243,140003180X,0
244,151008116,9
244,375704965,8
244,525947647,9
244,804111359,8
244,1558744150,6
247,435272683,7
250,006102063X,0
254,60013117,0
254,006052779X,0
254,60563079,0
254,60809027,0
254,61040967,0
254,61050474,0
254,64472264,0
254,140620664,0
254,142001740,9
254,312148267,0
254,312156960,0
254,312890044,0
254,316776963,0
254,034543191X,0
254,373836023,7
254,375751513,0
254,375801677,0
254,375814248,0
254,037582345X,9
254,375823468,9
254,380730448,8
254,380973839,9
254,385327773,0
254,394586239,0
254,439510112,0
254,446364762,0
254,451409256,7
254,451523415,0
254,451526341,8
254,452277337,0
254,452282152,0
254,553280589,0
254,670035262,0
254,671021001,7
254,679423079,0
254,679751343,0
254,684833395,0
254,743245024,0
254,749748001,0
254,749748028,0
254,804106304,0
254,963094424,0
254,1401201172,0
254,1563892278,0
254,1563898586,0
254,156971620X,9
254,1592571301,0
256,374270325,0
256,375719180,0
256,440235502,9
256,044023722X,8
257,1853260673,8
272,60977477,7
272,345391691,0
272,520011171,7
272,553278746,0
272,670856045,7
272,872200760,8
272,937858994,0
273,671649949,6
278,590431110,6
289,64470113,7
289,553571486,6
291,972044205,9
300,312963009,5
300,345430476,5
300,345435869,0
300,380728729,5
300,038081840X,5
300,449912302,9
300,055329198X,5
300,671018930,5
300,812541642,5
302,312988699,4
306,486282112,0
310,8483007010,7
311,670815373,0
313,385313748,8
323,1575843366,5
326,684193957,10
332,380730138,6
334,1573228737,8
337,9681500555,9
338,380711109,0
339,452283914,8
343,425120279,0
345,067153484X,6
356,380728273,7
361,8433914545,8
361,8484509141,4
362,446606197,7
362,771076002,0
362,771088191,0
362,1559703237,0
367,449005615,9
372,3596214629,8
376,62770500,7
376,671847546,5
383,60188731,0
383,140374248,0
383,142001740,0
383,195086295,0
383,312995423,0
383,380704587,0
383,380815923,10
383,385416342,10
383,385418493,0
383,038542471X,0
383,425098109,5
383,449202631,0
383,449207544,0
383,515128554,0
383,590450875,0
383,590481371,0
383,067103619X,0
383,684177730,0
383,684180200,0
383,743411269,5
383,743470389,0
383,076218857X,0
383,767905938,0
383,800706544,0
383,801096677,0
383,891091963,5
383,915811537,0
383,927545373,0
383,1575024179,0
383,1880185008,5
384,140345809,0
384,156528207,0
384,380012863,0
384,451154916,0
384,785815147,0
384,875421288,0
384,1567184294,0
384,156718796X,0
387,198320264,2
387,373196989,6
387,373245580,0
387,451527747,10
387,671867113,0
388,60173289,0
388,60973897,8
388,60976845,3
388,006101351X,6
388,140104682,6
388,312143370,0
388,316666343,0
388,039456894X,8
388,440224675,0
388,440234743,0
388,449002632,7
388,449213773,10
388,452279690,10
388,553569058,10
388,679427430,0
388,679725393,9
388,802114369,8
388,897322339,7
388,940322978,4
388,1573225126,5
388,1579651658,8
388,1878424319,7
392,8427007450,10
392,8429734996,0
392,8440616252,0
392,8472224260,0
392,8472227421,0
392,8474103347,7
392,8475960936,9
392,8477830029,0
392,8478091246,0
392,8478097732,0
392,8478098267,9
392,8478800336,0
392,8478884963,9
392,8483002523,5
392,8486433193,5
393,600586898,6
393,1853260622,0
393,1857938011,6
400,60804157,0
406,8466601090,0
408,140382658,0
408,152012966,0
408,312283784,8
408,345297709,0
408,345313097,0
408,345335465,0
408,345416848,0
408,385333404,0
408,044021145X,0
408,449212084,0
408,553582682,9
408,590947257,8
408,074345829X,0
408,786913878,0
408,801491827,6
408,843136685,0
408,866119531,0
408,866119566,0
408,870441663,0
408,1561561428,7
413,553258524,7
413,688163726,0
413,1569471096,0
422,316168815,0
424,014023828X,0
424,316314927,5
424,345424719,0
424,375414746,6
424,375726403,0
424,385503857,0
424,425156842,7
424,440226104,0
424,452277337,7
424,553802488,0
424,671021001,6
424,805063897,8
430,679777431,8
431,553285343,4
432,486285529,7
432,671002481,0
432,812523385,0
432,895774666,0
433,20199090,0
433,385495145,7
433,679733825,0
433,842329129,5
439,740700235,0
440,380973545,0
440,393321576,8
440,743424425,10
440,786868015,7
441,446610178,7
441,684854953,5
441,743229878,8
444,380617625,0
444,380732335,0
444,385337132,7
444,445402040,0
444,618119760,7
444,871138646,8
446,26329859,10
446,60917016,0
446,60925000,8
446,60932759,8
446,61000280,10
446,192815318,0
446,312195516,0
446,380792664,0
446,393048977,5
446,399137807,0
446,039914739X,3
446,451203046,0
446,451410556,0
446,451523318,10
446,486281965,10
446,486292940,0
446,051762639X,0
446,684824442,9
446,743458303,0
446,081296666X,5
446,819215635,0
446,880011025,0
446,1561011525,0
446,1877727083,8
447,486206173,4
453,312278586,6
460,8845229041,3
460,887641486X,8
463,140370900,8
469,674511255,0
472,30096189,10
472,345374657,9
472,395710901,9
472,080521061X,9
475,679310002,10
476,312288115,5
476,316171107,0
476,380710218,0
476,515118656,8
476,553289063,0
476,671000306,0
476,671673688,0
476,1561672033,8
479,425178242,7
486,60976845,8
486,156027321,0
486,375403582,0
486,385721420,0
486,451202341,8
486,743418190,7
487,60913509,0
487,60923245,0
487,140286276,0
487,312145543,0
487,312980388,0
487,345441133,7
487,373484100,0
487,380732688,0
487,385335407,8
487,385424728,0
487,385490992,7
487,039914739X,0
487,425181111,0
487,440225078,0
487,449907481,0
487,486272664,9
487,515127833,0
487,515134279,0
487,553107305,0
487,553272837,0
487,671888587,6
487,786015276,0
487,080213825X,0
487,945586051,7
487,965746828,0
487,971880107,0
489,590419625,7
493,385472951,8
494,451195663,5
496,425182878,8
496,055356451X,8
496,553564528,0
499,743412621,10
500,849943450,10
500,084994371X,8
500,849943728,0
501,20442408,0
501,590406019,0
503,068484267X,10
505,006017143X,9
505,308102282,0
505,345313860,7
505,345353625,0
505,345369947,0
505,385306032,8
505,038549825X,8
505,553202294,8
505,553225987,0
505,067170124X,0
505,671868713,8
505,679401377,8
505,805056491,9
505,1562827049,8
507,60558865,8
507,60575808,0
507,60938455,0
507,142001740,10
507,307118703,0
507,030720152X,0
507,312312628,9
507,312986769,9
507,312995431,0
507,345251733,0
507,345369068,8
507,345379454,0
507,345413369,0
507,345413377,0
507,439061644,0
507,439319552,0
507,439569842,0
507,440441501,0
507,446394521,0
507,449209121,0
507,449211770,0
507,451184718,9
507,553298860,0
507,553564528,7
507,553576925,0
507,553578693,0
507,553583468,7
507,590021117,7
507,590418858,0
507,590687301,0
507,590870157,0
507,679893105,9
507,068484267X,0
507,688169678,0
507,743206053,0
507,767912918,7
507,080411952X,0
507,807565288,0
507,812519655,0
507,816728739,0
507,865050880,0
507,1400077826,0
507,193072229X,0
508,440122090,7
512,671525832,5
513,553279572,9
516,61009059,0
523,60930187,8
537,679450432,7
538,821770209,0
538,821775863,8
542,670855758,8
547,553562819,0
559,60976845,0
559,446519138,0
565,61042943,8
565,425179672,0
566,006015781X,0
566,60930705,0
566,156013967,0
566,312206763,6
566,316116025,0
566,385314019,6
566,399144463,2
566,618231617,8
566,743444167,6
566,965404560,0
567,140185216,10
